Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9_1,VD1_1,VD2_1,VD2_2,VD2_3,VD2_4,VD2_5,TA
72,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Nunca,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,1,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
77,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Nunca,Algunas veces a la semana,"Comparte contenido político (información, memes, opiniones, etc.)",5,5,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
19,Masculino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Algunas veces al mes,Algunas veces al mes,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",3,9,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
22,Femenino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Diariamente,Algunas veces a la semana,Algunas veces al mes,"Comparte contenido político (información, memes, opiniones, etc.)",7,2,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Observadas
47,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Algunas veces a la semana,Nunca,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,7,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,
47,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Nunca,Algunas veces al año,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",6,10,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,
23,Masculino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al mes,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",7,2,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,
24,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces al mes,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,5,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
22,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces al mes,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",6,4,Totalmente en desacuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
61,Femenino,Educación Superior Universitaria,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Nunca,Algunas veces a la semana,Algunas veces a la semana,Nunca,Nunca,"Comparte contenido político (información, memes, opiniones, etc.)",6,6,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
45,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Diariamente,Nunca,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",8,2,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Nunca,Algunas veces al año,Diariamente,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,8,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
41,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",5,3,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
23,Masculino,Educación Superior Universitaria,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Algunas veces a la semana,Algunas veces a la semana,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",1,10,Ligeramente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,
54,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",5,5,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Observadas
23,Masculino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Diariamente,Diariamente,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",10,1,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
48,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",9,1,Ligeramente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,
27,Femenino,Educación Superior Universitaria,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Diariamente,Nunca,Algunas veces al mes,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",5,5,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
55,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",,,,Diariamente,,"Recibe contenido político (información, memes, opiniones, etc.)",10,5,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
22,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,Diariamente,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,3,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
29,Femenino,Educación Superior Técnica,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Algunas veces al año,Nunca,Nunca,Nunca,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",3,5,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,
27,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",3,3,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
68,Femenino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",5,7,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ligeramente de acuerdo,
23,Masculino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Algunas veces a la semana,Diariamente,Diariamente,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,1,Totalmente de acuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Observadas
69,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Diariamente,Diariamente,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",6,6,Totalmente de acuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
24,Femenino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Algunas veces a la semana,Nunca,Algunas veces al año,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",3,8,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Observadas
31,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,10,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Ligeramente de acuerdo,Ligeramente de acuerdo,
47,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Algunas veces al mes,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,8,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,
24,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,3,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
47,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces a la semana,Nunca,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,2,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Observadas
43,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",5,6,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,
25,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",7,5,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al mes,Algunas veces al mes,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,7,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
47,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Diariamente,Algunas veces a la semana,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,4,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Observadas
31,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,7,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
25,Masculino,Educación Superior Técnica,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,8,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Observadas
44,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Nunca,Nunca,,8,1,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,Observadas
74,Femenino,Maestría,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Algunas veces a la semana,Diariamente,Diariamente,Nunca,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",5,10,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
20,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al año,Nunca,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",7,2,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,
25,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al mes,Algunas veces al mes,Algunas veces al mes,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",5,5,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
34,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Nunca,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",4,8,Ligeramente de acuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
23,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Algunas veces al mes,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",2,8,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
47,Masculino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces al mes,Nunca,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",8,1,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Observadas
18,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al mes,Nunca,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,10,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
39,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Diariamente,Diariamente,Diariamente,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,2,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,
57,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Diariamente,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",10,9,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
35,Masculino,Maestría,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Algunas veces al año,Nunca,Algunas veces al año,Algunas veces al año,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",8,2,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
46,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Nunca,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",5,6,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Observadas
27,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Diariamente,Diariamente,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",2,9,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,
42,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Comparte contenido político (información, memes, opiniones, etc.)",7,7,Totalmente de acuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,
28,Masculino,Maestría,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,Algunas veces a la semana,Diariamente,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,10,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
21,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Algunas veces a la semana,Nunca,Algunas veces a la semana,"Comparte contenido político (información, memes, opiniones, etc.)",6,6,Ligeramente de acuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,Observadas
22,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,4,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
27,Femenino,Maestría,"Zona 6: Bellavista, Callao, Carmen de la Legua, La Perla, La Punta, Ventanilla y Mi Perú",Diariamente,Nunca,Nunca,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",2,10,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
36,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Nunca,Nunca,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",6,6,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,
29,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Nunca,Nunca,,6,2,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,
50,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces a la semana,Nunca,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,8,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
